RepID,Drought or Watered,Genotype,SoilLocation,SoilHabitat,Block,Germination,GerminationDate,Harvest Date,Timepoint,Height_Jan29,Height_Feb5,Height_Feb12,Height_Feb19,GrowthRate1,GrowthRate2,GrowthRate3,GrowthRate4,AvgGrowthRate,CCI_Feb3,CCI_Feb17,FirstFreshRootWeight,FirstDryRootWeight,RootMassRate1,FirstDryShootWeight,ShootMassRate1,SecondFreshRootWeight,SecondDryRootWeight,RootMassRate2,SecondDryShootWeight,ShootMassRate2,ThirdFreshRootWeight,ThirdDryShootWeight,ThirdDryRootWeight,RootMassRate,ShootMassRate,TotalMassRate,RootShootRatio
497,D,B73,HAY,Native,R,Y,1/27/2020,2/10/2020,early,6.25,9.25,,,2.083333333,0.925,,,1.504166667,11.5,6.5,0.72,0.31,0.022142857,0.03,0.002142857,,,,,,,,,0.022142857,0.002142857,0.024285714,10.33333396
498,W,B73,HAY,Native,R,Y,1/24/2020,3/5/2020,late,9,19.25,29.75,33,1.5,1.480769231,1.4875,1.222222222,1.422622863,16.9,8.3,,,,,,,,,,,1.9,0.555,0.305,0.007439024,0.013536585,0.02097561,0.54954955
499,D,Mo17,HAY,Native,R,Y,1/31/2020,2/10/2020,early,,8,,,,1.333333333,,,1.3333333,13,,0.73,0.175054,0.0175054,0.02,0.002,,,,,,,,,0.0175054,0.002,0.0195054,8.7527
500,W,Mo17,HAY,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
501,D,B73,SVR,Agriculture,R,Y,1/27/2020,3/5/2020,late,7.25,9.75,16,23,2.416666667,0.975,0.941176471,0.958333333,1.322794118,4,11,,,,,,,,,,,1.5,0.251,0.248,0.006526316,0.006605263,0.013131579,0.988047809
502,W,B73,SVR,Agriculture,R,Y,1/27/2020,3/5/2020,late,4.75,17.5,31.75,33.5,1.583333333,1.75,1.867647059,1.395833333,1.649203431,4.4,14,,,,,,,,,,,1.51,0.404,0.309,0.008131579,0.010631579,0.018763158,0.764851485
503,D,Mo17,TLI,Native,R,Y,1/31/2020,3/5/2020,late,,9.5,12.75,13.75,,1.583333333,0.980769231,0.6875,1.083867521,1.6,8.1,,,,,,,,,,,0.89,0.102,0.122,0.003588235,0.003,0.006588235,1.196078431
504,W,Mo17,TLI,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
505,D,B73,SVR,Agriculture,S,Y,1/24/2020,2/24/2020,middle,9.5,19.5,21.75,32.5,1.583333333,1.5,1.0875,1.203703704,1.343634259,1.2,11,,,,,,1.45,0.203,0.006548387,0.172,0.005548387,,,,0.006548387,0.005548387,0.012096774,1.180232561
506,W,B73,SVR,Agriculture,S,Y,1/27/2020,3/5/2020,late,9.25,20.25,29.5,34.25,3.083333333,2.025,1.735294118,1.427083333,2.067677696,19.1,10.9,,,,,,,,,,,1.22,0.341,0.210701927,0.005544788,0.008973684,0.014518472,0.617894215
507,D,Mo17,SVR,Agriculture,S,Y,1/29/2020,3/5/2020,late,2.75,11.5,15.5,19,2.75,1.4375,1.033333333,0.863636364,1.521117424,7.6,4.6,,,,,,,,,,,0.99,0.104,0.166,0.004611111,0.002888889,0.0075,1.596153846
508,W,Mo17,SVR,Agriculture,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
509,D,B73,SVR,Native,S,Y,1/27/2020,3/5/2020,late,8.25,10.75,17.75,23.75,2.75,1.075,1.044117647,0.989583333,1.464675245,10.5,5.7,,,,,,,,,,,1.14,0.264,0.196885408,0.005181195,0.006947368,0.012128563,0.745778059
510,W,B73,SVR,Native,S,Y,1/27/2020,3/5/2020,late,5.75,16.75,28.25,31,1.916666667,1.675,1.661764706,1.291666667,1.63627451,1.4,12.7,,,,,,,,,,,1.96,0.409,0.197,0.005184211,0.010763158,0.015947368,0.481662592
511,D,Mo17,SVR,Native,S,Y,1/27/2020,3/5/2020,late,6,9,14.25,18.5,2,0.9,0.838235294,0.770833333,1.127267157,15,8.3,,,,,,,,,,,1.16,0.203,0.215,0.005657895,0.005342105,0.011,1.0591133
512,W,Mo17,SVR,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
513,D,B73,TLI,Agriculture,S,Y,1/27/2020,3/5/2020,late,5.25,9.75,17,24.5,1.75,0.975,1,1.020833333,1.186458333,19.7,10.2,,,,,,,,,,,0.97,0.179,0.224,0.005894737,0.004710526,0.010605263,1.251396648
514,W,B73,TLI,Agriculture,S,Y,1/24/2020,3/5/2020,late,8.5,20,32.5,33.75,1.416666667,1.538461538,1.625,1.25,1.457532051,8,8.3,,,,,,,,,,,1.32,0.374,0.268,0.006536585,0.009121951,0.015658537,0.71657754
515,D,Mo17,TLI,Agriculture,S,Y,1/27/2020,3/5/2020,late,6.5,9,17,23.5,2.166666667,0.9,1,0.979166667,1.261458333,1.6,1.5,,,,,,,,,,,1.25,0.255,0.215883122,0.005681135,0.006710526,0.012391661,0.84660048
516,W,Mo17,TLI,Agriculture,S,Y,1/27/2020,2/10/2020,early,5.75,16.25,,,1.916666667,1.625,,,1.770833333,23.8,,1.82,0.436436,0.031174,0.09,0.006428571,,,,,,,,,0.031174,0.006428571,0.037602571,4.849289212
517,D,B73,TLI,Native,S,Y,1/24/2020,3/5/2020,late,9.5,14,17.5,20,1.583333333,1.076923077,0.875,0.740740741,1.068999288,4.7,15.5,,,,,,,,,,,,0.196,0.198,0.004829268,0.004780488,0.009609756,1.010204082
518,W,B73,TLI,Native,S,Y,1/27/2020,3/5/2020,late,6.75,19,27,30,2.25,1.9,1.588235294,1.25,1.747058824,2.1,9.2,,,,,,,,,,,1.37,0.147,0.098,0.002578947,0.003868421,0.006447368,0.666666667
519,D,Mo17,TLI,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
520,W,Mo17,TLI,Native,S,Y,1/27/2020,3/5/2020,late,7,16,19.5,28,2.333333333,1.6,1.147058824,1.166666667,1.561764706,1.6,8.2,,,,,,,,,,,0.7,0.126,0.159,0.004184211,0.003315789,0.0075,1.261904762
521,D,B73,KNZ,Native,S,Y,1/24/2020,2/24/2020,middle,9,15.25,19.5,27.5,1.5,1.173076923,0.975,1.018518519,1.16664886,6.5,7.6,,,,,,1.18,0.158,0.005096774,0.122,0.003935484,,,,0.005096774,0.003935484,0.009032258,1.295081876
522,W,B73,KNZ,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
523,D,Mo17,KNZ,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
524,W,Mo17,KNZ,Native,S,Y,1/27/2020,2/10/2020,early,7,19.75,,,2.333333333,1.975,,,2.154166667,16.3,,1.89,0.26,0.018571429,0.14,0.01,,,,,,,,,0.018571429,0.01,0.028571429,1.8571429
525,D,B73,HAY,Native,S,Y,1/27/2020,3/5/2020,late,7,9,15,18.75,2.333333333,0.9,0.882352941,0.78125,1.224234069,17.3,11.5,,,,,,,,,,,1.14,0.209,0.242,0.006368421,0.0055,0.011868421,1.157894737
526,W,B73,HAY,Native,S,Y,1/24/2020,3/5/2020,late,7,18.75,30,32,1.166666667,1.442307692,1.5,1.185185185,1.323539886,12.7,7.7,,,,,,,,,,,1.22,0.516,0.234,0.005707317,0.012585366,0.018292683,0.453488372
527,D,Mo17,HAY,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
528,W,Mo17,HAY,Native,S,Y,1/27/2020,2/24/2020,middle,6.25,20,27.5,34.75,2.083333333,2,1.617647059,1.447916667,1.787224265,26.5,9.1,,,,,,1.97,0.465,0.016607143,0.233,0.008321429,,,,0.016607143,0.008321429,0.024928572,1.995708069
529,D,B73,SVR,Native,S,Y,1/24/2020,2/10/2020,early,10.25,19,,,1.708333333,1.461538462,,,1.584935897,3.4,,0.96,0.29,0.017058824,0.07,0.004117647,,,,,,,,,0.017058824,0.004117647,0.021176471,4.142857316
530,W,B73,SVR,Native,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
531,D,Mo17,HAY,Native,S,Y,1/27/2020,3/5/2020,late,4,5.25,9.5,13.5,1.333333333,0.525,0.558823529,0.5625,0.744914216,20.1,6.8,,,,,,,,,,,1.63,0.116,0.109,0.002868421,0.003052632,0.005921053,0.939655172
532,W,Mo17,Control,Control,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
533,D,B73,SVR,Agriculture,T,Y,1/27/2020,2/24/2020,middle,4.5,10.75,15.5,25.5,1.5,1.075,0.911764706,1.0625,1.137316176,9.7,10.9,,,,,,1.18,0.287,0.01025,0.107,0.003821429,,,,0.01025,0.003821429,0.014071429,2.68224269
534,W,B73,SVR,Agriculture,T,Y,1/27/2020,3/5/2020,late,9,23,29.75,33,3,2.3,1.75,1.375,2.10625,6.8,4.5,,,,,,,,,,,1.85,0.568,0.293,0.007710526,0.014947368,0.022657895,0.51584507
535,D,Mo17,SVR,Agriculture,T,Y,1/27/2020,3/5/2020,late,3.75,7.75,13.25,17.5,1.25,0.775,0.779411765,0.729166667,0.883394608,5.8,14.9,,,,,,,,,,,0.87,0.199,0.23,0.006052632,0.005236842,0.011289474,1.155778894
536,W,Mo17,SVR,Agriculture,T,Y,1/27/2020,3/5/2020,late,6,19.5,27.5,33.75,2,1.95,1.617647059,1.40625,1.743474265,8.9,11.9,,,,,,,,,,,2.57,0.457,0.422,0.011105263,0.012026316,0.023131579,0.923413567
537,D,B73,SVR,Native,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
538,W,B73,SVR,Native,T,Y,1/24/2020,3/5/2020,late,9,18.75,29,33,1.5,1.442307692,1.45,1.222222222,1.403632479,3.5,7.4,,,,,,,,,,,1.68,0.43,0.276,0.006731707,0.010487805,0.017219512,0.641860465
539,D,Mo17,SVR,Native,T,Y,1/24/2020,3/5/2020,late,6.5,8.75,12,14.5,1.083333333,0.673076923,0.6,0.537037037,0.723361823,5.1,10.9,,,,,,,,,,,0.7,0.158,0.146,0.003560976,0.003853659,0.007414634,0.924050633
540,W,Mo17,SVR,Native,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
541,D,B73,TLI,Agriculture,T,Y,1/24/2020,3/5/2020,late,8,20.75,23.5,32,1.333333333,1.596153846,1.175,1.185185185,1.322418091,37.6,8.8,,,,,,,,,,,1.01,0.242,0.174433563,0.004254477,0.005902439,0.010156916,0.720799846
542,W,B73,TLI,Agriculture,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
543,D,Mo17,TLI,Agriculture,T,Y,1/27/2020,2/24/2020,middle,7,18,23.5,30.5,2.333333333,1.8,1.382352941,1.270833333,1.696629902,1.1,12.9,,,,,,1.07,0.192,0.006857143,0.159,0.005678571,,,,0.006857143,0.005678571,0.012535714,1.207547286
544,W,Mo17,TLI,Agriculture,T,Y,1/27/2020,2/24/2020,middle,6,17.75,25,31,2,1.775,1.470588235,1.291666667,1.634313725,5.6,8.7,,,,,,1.63,0.308,0.011,0.229,0.008178571,,,,0.011,0.008178571,0.019178571,1.344978236
545,D,B73,TLI,Native,T,Y,1/31/2020,3/5/2020,late,,8,14.25,19.25,,1.333333333,1.096153846,0.9625,1.130662393,1.8,5.2,,,,,,,,,,,0.9,0.172,0.166,0.004882353,0.005058824,0.009941176,0.965116279
546,W,B73,TLI,Native,T,Y,1/27/2020,2/10/2020,early,5.75,17.5,,,1.916666667,1.75,,,1.833333333,19.4,,1.62,0.388476,0.027748286,0.1,0.007142857,,,,,,,,,0.027748286,0.007142857,0.034891143,3.884760118
547,D,Mo17,TLI,Native,T,Y,1/29/2020,3/5/2020,late,2.25,8,12.25,14,2.25,1,0.816666667,0.636363636,1.175757576,5.2,,,,,,,,,,,,0.49,0.031,0.138,0.003833333,0.000861111,0.004694444,4.451612903
548,W,Mo17,TLI,Native,T,Y,1/27/2020,2/10/2020,early,5.5,17.75,,,1.833333333,1.775,,,1.804166667,14.1,,1.89,0.29,0.020714286,0.1,0.007142857,,,,,,,,,0.020714286,0.007142857,0.027857143,2.900000098
549,D,B73,KNZ,Native,T,Y,1/27/2020,3/5/2020,late,6.75,11,17.75,23.5,2.25,1.1,1.044117647,0.979166667,1.343321078,18.4,8.9,,,,,,,,,,,1.23,0.243,0.236,0.006210526,0.006394737,0.012605263,0.971193416
550,W,B73,KNZ,Native,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
551,D,Mo17,KNZ,Native,T,Y,1/27/2020,2/24/2020,middle,6.5,8,16,25.5,2.166666667,0.8,0.941176471,1.0625,1.242585784,15.5,11.3,,,,,,1.78,0.3375325,0.012054732,0.096,0.003428571,,,,0.012054732,0.003428571,0.015483303,3.515963939
552,W,Mo17,KNZ,Native,T,Y,1/27/2020,3/9/2020,late,6,18.25,23.5,29.75,2,1.825,1.382352941,1.239583333,1.611734069,20,9.8,,,,,,,,,,,2.21,0.401,0.54,0.012857143,0.009547619,0.022404762,1.346633416
553,D,B73,HAY,Native,T,Y,1/24/2020,3/9/2020,late,8,12.5,15.5,22.25,1.333333333,0.961538462,0.775,0.824074074,0.973486467,1.3,5.8,,,,,,,,,,,0.85,0.181,0.22,0.004888889,0.004022222,0.008911111,1.215469613
554,W,B73,HAY,Native,T,Y,1/27/2020,2/10/2020,early,8.25,20,,,2.75,2,,,2.375,9.3,,1.62,0.25,0.017857143,0.1,0.007142857,,,,,,,,,0.017857143,0.007142857,0.025,2.50000007
555,D,Mo17,HAY,Native,T,Y,1/31/2020,3/9/2020,late,,7.75,12.5,16.25,,1.291666667,0.961538462,0.8125,1.021901709,2,2.7,,,,,,,,,,,0.61,0.12,0.15,0.003947368,0.003157895,0.007105263,1.25
556,W,Mo17,HAY,Native,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
557,D,B73,HAY,Native,T,Y,1/27/2020,3/9/2020,late,9,11.5,15,23,3,1.15,0.882352941,0.958333333,1.497671569,4.4,8.1,,,,,,,,,,,0.73,0.201,0.203,0.004833333,0.004785714,0.009619048,1.009950249
558,W,B73,HAY,Native,T,Y,1/24/2020,3/9/2020,late,10.5,20.25,30,32.25,1.75,1.557692308,1.5,1.194444444,1.500534188,14.4,10.7,,,,,,,,,,,1.56,0.525,0.374,0.008311111,0.011666667,0.019977778,0.712380952
559,D,Mo17,Control,Control,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
560,W,Mo17,SVR,Native,T,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
561,D,B73,SVR,Agriculture,U,Y,1/24/2020,3/9/2020,late,9,10,11,12.5,1.5,0.769230769,0.55,0.462962963,0.820548433,19.9,8.9,,,,,,,,,,,0.37,0.096,0.079,0.001755556,0.002133333,0.003888889,0.822916667
562,W,B73,SVR,Agriculture,U,Y,1/27/2020,2/24/2020,middle,8.25,21.25,32,35.25,2.75,2.125,1.882352941,1.46875,2.056525735,2.2,6.1,,,,,,1.63,0.30908875,0.011038884,0.306,0.010928571,,,,0.011038884,0.010928571,0.021967455,1.010094
563,D,Mo17,SVR,Agriculture,U,Y,1/27/2020,,,5.25,6.5,,,1.75,0.65,,,0.6,21,,,,,,,,,,,,,,,,,0,
564,W,Mo17,SVR,Agriculture,U,Y,1/27/2020,2/10/2020,early,5.75,17,,,1.916666667,1.7,,,1.808333333,1.2,,1.72,0.3,0.021428571,0.11,0.007857143,,,,,,,,,0.021428571,0.007857143,0.029285714,2.727272623
565,D,B73,SVR,Native,U,Y,1/27/2020,3/9/2020,late,8,12.25,18,2.5,2.666666667,1.225,1.058823529,0.104166667,1.263664216,9.2,11.9,,,,,,,,,,,0.63,0.214,0.213,0.005071429,0.005095238,0.010166667,0.995327103
566,W,B73,SVR,Native,U,Y,1/27/2020,3/9/2020,late,6.25,16.75,22,30.75,2.083333333,1.675,1.294117647,1.28125,1.583425245,21.5,7.4,,,,,,,,,,,1.14,0.33,0.247,0.005880952,0.007857143,0.013738095,0.748484848
567,D,Mo17,SVR,Native,U,Y,1/27/2020,3/9/2020,late,7,8.75,13.5,17.5,2.333333333,0.875,0.794117647,0.729166667,1.182904412,20.7,7.2,,,,,,,,,,,0.77,0.154,0.132984003,0.003166286,0.003666667,0.006832952,0.863532489
568,W,Mo17,SVR,Native,U,Y,1/27/2020,3/9/2020,late,5.5,13.5,17,21.5,1.833333333,1.35,1,0.895833333,1.269791667,9.2,5.2,,,,,,,,,,,1.35,0.214,0.305,0.007261905,0.005095238,0.012357143,1.425233645
569,D,B73,TLI,Agriculture,U,Y,1/24/2020,2/10/2020,early,7.75,10.75,,,1.291666667,0.826923077,,,1.059294872,16.5,,0.71,0.26,0.015294118,0.04,0.002352941,,,,,,,,,0.015294118,0.002352941,0.017647059,6.500000638
570,W,B73,TLI,Agriculture,U,Y,1/27/2020,3/9/2020,late,7.5,19,32,33,2.5,1.9,1.882352941,1.375,1.914338235,16.2,9.8,,,,,,,,,,,1.05,0.395,0.181341823,0.004317662,0.009404762,0.013722424,0.459093222
571,D,Mo17,TLI,Agriculture,U,Y,1/27/2020,,,4.5,6.75,7.5,9.5,1.5,0.675,0.441176471,0.395833333,0.753002451,17.5,,,,,,,,,,,,,,,,,0,
572,W,Mo17,TLI,Agriculture,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
573,D,B73,TLI,Native,U,Y,1/27/2020,3/9/2020,late,8.75,9,14.75,16.5,2.916666667,0.9,0.867647059,0.6875,1.342953431,7.2,6.8,,,,,,,,,,,0.84,0.183,0.239,0.005690476,0.004357143,0.010047619,1.306010929
574,W,B73,Control,Control,U,Y,1/24/2020,3/9/2020,late,9.25,19.5,29,33,1.541666667,1.5,1.45,1.222222222,1.428472222,2.3,9.3,,,,,,,,,,,1.24,0.512,0.355,0.007888889,0.011377778,0.019266667,0.693359375
575,D,Mo17,TLI,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
576,W,Mo17,TLI,Native,U,Y,1/27/2020,3/9/2020,late,6.25,18.5,24.75,29.75,2.083333333,1.85,1.455882353,1.239583333,1.657199755,8.9,14,,,,,,,,,,,1.65,0.349,0.284965721,0.006784898,0.008309524,0.015094422,0.816520692
577,D,B73,KNZ,Native,U,Y,1/24/2020,3/9/2020,late,7.25,12.5,16,21,1.208333333,0.961538462,0.8,0.777777778,0.936912393,3.5,7.8,,,,,,,,,,,0.8,0.208,0.294,0.006533333,0.004622222,0.011155556,1.413461538
578,W,B73,KNZ,Native,U,Y,1/27/2020,3/9/2020,late,8.25,20.5,33,34,2.75,2.05,1.941176471,1.416666667,2.039460784,2.1,3.1,,,,,,,,,,,1.49,0.579,0.257332682,0.006126969,0.013785714,0.019912683,0.444443319
579,D,Mo17,KNZ,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
580,W,Mo17,KNZ,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
581,D,B73,HAY,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
582,W,B73,HAY,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
583,D,Mo17,HAY,Native,U,Y,1/29/2020,3/9/2020,late,4,10.25,15,16.25,4,1.28125,1,0.738636364,1.754971591,7.7,14.2,,,,,,,,,,,0.49,0.131,0.173,0.004325,0.003275,0.0076,1.320610687
584,W,Mo17,HAY,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
585,D,B73,TLI,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
586,W,B73,TLI,Native,U,Y,1/24/2020,3/9/2020,late,9.25,20.5,27.75,30,1.541666667,1.576923077,1.3875,1.111111111,1.404300214,1.4,7.1,,,,,,,,,,,1.05,0.348,0.269,0.005977778,0.007733333,0.013711111,0.772988506
587,D,Mo17,HAY,Native,U,Y,1/27/2020,3/9/2020,late,7.75,8,9.75,15,2.583333333,0.8,0.573529412,0.625,1.145465686,1.4,16.3,,,,,,,,,,,0.96,0.201,0.335,0.00797619,0.004785714,0.012761905,1.666666667
588,W,Mo17,HAY,Native,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
589,D,B73,SVR,Agriculture,V,Y,1/24/2020,2/10/2020,early,6.25,7,,,1.041666667,0.538461538,,,0.790064103,13.6,,,0.21,0.012352941,0.03,0.001764706,,,,,,,,,0.012352941,0.001764706,0.014117647,6.999999433
590,W,B73,SVR,Agriculture,V,Y,1/27/2020,3/9/2020,late,7.75,19,31,32,2.583333333,1.9,1.823529412,1.333333333,1.91004902,17.1,8.1,,,,,,,,,,,0.93,0.366,0.282,0.006714286,0.008714286,0.015428571,0.770491803
591,D,Mo17,SVR,Agriculture,V,N,1/29/2020,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
592,W,Mo17,SVR,Agriculture,V,Y,1/29/2020,3/9/2020,late,1,10.5,16,23.75,1,1.3125,1.066666667,1.079545455,1.11467803,7.3,16.4,,,,,,,,,,,0.72,0.195,0.209,0.005225,0.004875,0.0101,1.071794872
593,D,B73,SVR,Native,V,Y,1/24/2020,3/9/2020,late,9,12.75,14.25,18,1.5,0.980769231,0.7125,0.666666667,0.964983974,7.3,1.2,,,,,,,,,,,0.66,0.145,0.213,0.004733333,0.003222222,0.007955556,1.468965517
594,W,B73,SVR,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
595,D,Mo17,SVR,Native,V,Y,1/29/2020,,,,7,8,11.5,,0.875,0.533333333,0.522727273,0.643686869,,,,,,,,,,,,,,,,,,0,
596,W,Mo17,SVR,Native,V,Y,1/24/2020,2/24/2020,middle,9,22.5,31.75,33.75,1.5,1.730769231,1.5875,1.25,1.517067308,1,3.5,,,,,,1.86,0.228,0.007354839,0.245,0.007903226,,,,0.007354839,0.007903226,0.015258065,0.930612259
597,D,B73,TLI,Agriculture,V,Y,1/24/2020,3/9/2020,late,8.25,13.5,16.5,17.5,1.375,1.038461538,0.825,0.648148148,0.971652422,11.8,21.3,,,,,,,,,,,0.34,0.178,0.135,0.003,0.003955556,0.006955556,0.758426966
598,W,B73,TLI,Agriculture,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
599,D,Mo17,TLI,Agriculture,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
600,W,Mo17,TLI,Agriculture,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
601,D,B73,TLI,Native,V,Y,1/27/2020,2/10/2020,early,7.25,7.5,,,2.416666667,0.75,,,1.583333333,10.6,,0.9,0.3,0.021428571,0.04,0.002857143,,,,,,,,,0.021428571,0.002857143,0.024285714,7.499999475
602,W,B73,TLI,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
603,D,Mo17,TLI,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
604,W,Mo17,TLI,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
605,D,B73,KNZ,Native,V,Y,1/24/2020,3/9/2020,late,8.75,15.5,18.75,23,1.458333333,1.192307692,0.9375,0.851851852,1.109998219,4.9,7.1,,,,,,,,,,,0.63,0.21,0.2,0.004444444,0.004666667,0.009111111,0.952380952
606,W,B73,KNZ,Native,V,Y,1/24/2020,3/9/2020,late,10,21.5,33.5,34.25,1.666666667,1.653846154,1.675,1.268518519,1.566007835,23.9,5.9,,,,,,,,,,,0.83,0.437,0.279,0.0062,0.009711111,0.015911111,0.638443936
607,D,Mo17,KNZ,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
608,W,Mo17,KNZ,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
609,D,B73,HAY,Native,V,Y,1/24/2020,2/24/2020,middle,7.25,10,15.25,22.75,1.208333333,0.769230769,0.7625,0.842592593,0.895664174,13.1,13.6,,,,,,0.77,0.199,0.006419355,0.079,0.002548387,,,,0.006419355,0.002548387,0.008967742,2.518987501
610,W,B73,HAY,Native,V,Y,1/27/2020,3/9/2020,late,3.75,14,24.5,27.5,1.25,1.4,1.441176471,1.145833333,1.309252451,1.1,8.6,,,,,,,,,,,0.92,0.281,0.274,0.00652381,0.006690476,0.013214286,0.975088968
611,D,Mo17,HAY,Native,V,Y,1/27/2020,3/9/2020,late,3,3.5,8.5,16.75,1,0.35,0.5,0.697916667,0.636979167,,6.2,,,,,,,,,,,0.67,0.127,0.115713354,0.00275508,0.00302381,0.005778889,0.911128768
612,W,Mo17,HAY,Native,V,Y,1/31/2020,,,,5,10.5,12,,0.833333333,0.807692308,0.6,0.747008547,,7.4,,,,,,,,,,,,,,,,0,
613,D,Mo17,TLI,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
614,W,B73,TLI,Native,V,Y,1/27/2020,3/9/2020,late,8.75,20.5,33,34.75,2.916666667,2.05,1.941176471,1.447916667,2.088939951,11.6,1.4,,,,,,,,,,,1.19,0.381,0.287,0.006833333,0.009071429,0.015904762,0.75328084
615,D,Mo17,SVR,Native,V,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
616,W,Mo17,Control,Control,V,Y,1/31/2020,2/10/2020,early,,14,,,,2.333333333,,,2.3333333,1.7,,2.02,0.33,0.033,0.08,0.008,,,,,,,,,0.033,0.008,0.041,4.125
617,D,B73,SVR,Agriculture,W,Y,1/27/2020,3/9/2020,late,6.25,6.5,11.25,17,2.083333333,0.65,0.661764706,0.708333333,1.025857843,17,6.4,,,,,,,,,,,0.56,0.138,0.204,0.004857143,0.003285714,0.008142857,1.47826087
618,W,B73,SVR,Agriculture,W,Y,1/24/2020,2/10/2020,early,8.5,19,,,1.416666667,1.461538462,,,1.439102564,5.8,,1.21,0.290158,0.017068118,0.09,0.005294118,,,,,,,,,0.017068118,0.005294118,0.022362236,3.22397763
619,D,Mo17,SVR,Agriculture,W,Y,1/27/2020,3/9/2020,late,3.5,3.75,6,12.75,1.166666667,0.375,0.352941176,0.53125,0.606464461,,,,,,,,,,,,,0.53,0.086,0.222,0.005285714,0.002047619,0.007333333,2.581395349
620,W,Mo17,SVR,Agriculture,W,Y,1/27/2020,3/9/2020,late,6.25,20,28.5,34,2.083333333,2,1.676470588,1.416666667,1.794117647,3.9,14.3,,,,,,,,,,,1.33,0.349,0.229699642,0.005469039,0.008309524,0.013778563,0.658165164
621,D,B73,SVR,Native,W,Y,1/24/2020,3/9/2020,late,8.5,14.25,16.25,22.5,1.416666667,1.096153846,0.8125,0.833333333,1.039663462,16.3,7.4,,,,,,,,,,,0.69,0.137,0.279,0.0062,0.003044444,0.009244444,2.03649635
622,W,B73,SVR,Native,W,Y,1/24/2020,2/10/2020,early,10.25,24.25,,,1.708333333,1.865384615,,,1.786858974,10.3,,1.92,0.21,0.012352941,0.15,0.008823529,,,,,,,,,0.012352941,0.008823529,0.02117647,1.400000045
623,D,Mo17,SVR,Native,W,Y,1/27/2020,2/24/2020,middle,3,7,11.5,21.5,1,0.7,0.676470588,0.895833333,0.81807598,3.8,1.9,,,,,,1.17,0.22186125,0.007923616,0.082,0.002928571,,,,0.007923616,0.002928571,0.010852187,2.705625372
624,W,Mo17,SVR,Native,W,Y,1/27/2020,3/9/2020,late,8,21.5,32.75,33.75,2.666666667,2.15,1.926470588,1.40625,2.037346814,15.7,,,,,,,,,,,,1.45,0.529,0.423,0.010071429,0.012595238,0.022666667,0.799621928
625,D,B73,TLI,Agriculture,W,Y,,3/9/2020,late,,,,,,,,,,,,,,,,,,,,,,0.41,0.077,0.145,0.003815789,0.002026316,0.005842105,1.883116883
